customer_key,prefix,first_name,last_name,birth_date,marital_status,gender,annual_income,total_children,education_level,occupation,home_owner,income_sort
20258,MS.,KATELYN,WARD,4/24/1963,S,F,"$70,000 ",0,Bachelors,Professional,N,8
20259,Unknown,JENNY,ANDERSEN,9/28/1963,S,Unknown,"$70,000 ",0,Bachelors,Professional,N,8
20260,MR.,ETHAN,MARTINEZ,5/18/1962,S,M,"$60,000 ",1,Partial College,Skilled Manual,Y,7
20261,MRS.,MARIAH,RIVERA,3/26/1962,M,F,"$60,000 ",1,Partial College,Skilled Manual,Y,7
20262,MR.,BRETT,PRASAD,6/1/1962,M,M,"$70,000 ",5,Partial College,Skilled Manual,Y,8
20263,MR.,STEVE,ZHOU,12/16/1962,S,M,"$70,000 ",5,Partial College,Skilled Manual,Y,8
20264,MR.,JAY,CARLSON,10/27/1961,S,M,"$60,000 ",1,Partial College,Skilled Manual,Y,7
20266,MRS.,SUMMER,GONZALEZ,7/27/1961,M,F,"$70,000 ",5,Partial College,Skilled Manual,N,8
20267,MRS.,MONICA,GARCIA,8/8/1960,M,F,"$70,000 ",5,Partial College,Skilled Manual,Y,8
20268,MR.,JORGE,HE,7/10/1960,M,M,"$70,000 ",5,Partial College,Skilled Manual,Y,8
20269,MR.,HUNTER,FOSTER,10/27/1949,M,M,"$10,000 ",2,High School,Skilled Manual,N,1
20270,MR.,KEVIN,PHILLIPS,5/4/1976,M,M,"$30,000 ",0,High School,Skilled Manual,Y,4
20271,MR.,BARRY,FERNANDEZ,2/19/1976,S,M,"$30,000 ",0,High School,Skilled Manual,N,4
20272,MR.,SETH,JAMES,4/23/1975,S,M,"$40,000 ",0,High School,Skilled Manual,N,5
20273,MS.,KATHERINE,MARTIN,10/28/1976,S,F,"$40,000 ",0,High School,Skilled Manual,Y,5
20274,MR.,BRENT,WANG,4/21/1976,M,M,"$40,000 ",0,High School,Skilled Manual,Y,5
20275,MS.,ANGELA,KELLY,1/6/1980,M,F,"$30,000 ",0,High School,Skilled Manual,N,4
20276,MS.,HALEY,SANCHEZ,9/26/1980,S,F,"$30,000 ",0,High School,Skilled Manual,Y,4
20277,MRS.,MARY,HALL,7/28/1937,M,F,"$30,000 ",2,Partial College,Clerical,N,4
20279,MR.,TREVOR,HENDERSON,1/11/1977,S,M,"$40,000 ",0,High School,Skilled Manual,Y,5
20280,MR.,JOSHUA,HARRIS,9/7/1979,S,M,"$30,000 ",0,Partial High School,Clerical,N,4
20281,MR.,KARL,XIE,4/28/1979,S,M,"$40,000 ",0,High School,Skilled Manual,N,5
20282,MRS.,TRISHA,XU,1/1/1939,S,F,"$40,000 ",2,Bachelors,Management,Y,5
20283,MRS.,KATIE,SHEN,12/8/1940,M,F,"$40,000 ",2,Bachelors,Management,Y,5
20284,MRS.,DEANNA,ASHE,6/12/1943,S,F,"$60,000 ",2,Graduate Degree,Management,Y,7
20285,MR.,AARON,ALEXANDER,10/21/1976,M,M,"$40,000 ",0,High School,Skilled Manual,Y,5
20286,MS.,STACEY,WU,11/5/1976,S,F,"$40,000 ",0,Partial College,Skilled Manual,N,5
20287,MS.,DESTINY,SIMMONS,11/20/1976,S,F,"$40,000 ",0,Partial College,Skilled Manual,Y,5
20288,MR.,JEREMIAH,EDWARDS,1/23/1976,S,M,"$40,000 ",0,Partial College,Skilled Manual,N,5
20289,MS.,JADA,RICHARDSON,6/11/1976,S,F,"$40,000 ",0,Partial College,Skilled Manual,N,5
20290,MR.,AUSTIN,SIMMONS,12/23/1976,S,M,"$40,000 ",0,Partial College,Skilled Manual,N,5
20291,MS.,ALEXIS,WALKER,11/3/1975,S,F,"$40,000 ",0,High School,Skilled Manual,N,5
20292,MS.,KATHERINE,ROSS,7/20/1974,S,F,"$30,000 ",0,Partial College,Skilled Manual,N,4
20293,MS.,RACHEL,JACKSON,5/5/1974,S,F,"$30,000 ",0,Partial College,Skilled Manual,Y,4
20294,MS.,JULIA,DAVIS,8/14/1974,S,F,"$30,000 ",0,Partial College,Skilled Manual,N,4
20295,MR.,CHRISTOPHER,BROWN,11/3/1973,M,M,"$60,000 ",0,Partial College,Skilled Manual,N,7
20296,MS.,MORGAN,DIAZ,2/27/1973,S,F,"$60,000 ",0,Partial College,Skilled Manual,N,7
20297,MS.,VALERIE,WU,9/14/1967,S,F,"$130,000 ",0,Graduate Degree,Management,N,14
20298,MR.,EDGAR,ARUN,4/6/1967,S,M,"$150,000 ",0,Graduate Degree,Management,N,15
20299,MRS.,MEGAN,COOK,11/6/1968,M,F,"$90,000 ",4,Bachelors,Management,Y,10
20300,MR.,XAVIER,GARCIA,6/23/1968,S,M,"$90,000 ",4,Partial College,Skilled Manual,N,10
20301,MRS.,GLORIA,BRADLEY,10/22/1968,M,F,"$90,000 ",4,Partial College,Skilled Manual,Y,10
20302,MRS.,TASHA,ANDERSEN,11/19/1968,S,F,"$130,000 ",1,Graduate Degree,Management,N,14
20303,MR.,BRYCE,MORGAN,4/25/1968,M,M,"$160,000 ",1,Graduate Degree,Management,Y,16
20304,MR.,JESSE,EDWARDS,8/23/1979,S,M,"$40,000 ",0,High School,Skilled Manual,N,5
20305,MR.,CALEB,ROSS,12/26/1979,S,M,"$30,000 ",0,Partial College,Skilled Manual,N,4
20306,MS.,MARY,BAKER,11/12/1979,S,F,"$30,000 ",0,Partial College,Skilled Manual,N,4
20307,MS.,NATALIE,BLUE,3/23/1979,S,F,"$30,000 ",0,Partial College,Skilled Manual,Y,4
20308,MS.,PIETER,UITTENBOGAARD,10/26/1979,M,F,"$30,000 ",0,Partial College,Skilled Manual,Y,4
20309,MRS.,CRISTINA,SHARMA,11/11/1944,M,F,"$10,000 ",5,High School,Skilled Manual,Y,1
20310,MR.,TIMOTHY,RAMIREZ,4/4/1979,S,M,"$60,000 ",0,Partial College,Skilled Manual,Y,7
20311,MR.,COLE,BELL,2/11/1979,M,M,"$60,000 ",0,Partial College,Skilled Manual,N,7
20312,MR.,RYAN,LEWIS,5/22/1978,M,M,"$40,000 ",0,Partial High School,Clerical,N,5
20313,MR.,OSCAR,BENNETT,11/11/1978,S,M,"$40,000 ",0,Partial College,Skilled Manual,N,5
20314,MR.,RUSSELL,DENG,11/13/1947,M,M,"$10,000 ",2,High School,Skilled Manual,N,1
20315,MR.,DEVIN,RAMIREZ,8/25/1978,S,M,"$40,000 ",0,Partial College,Skilled Manual,Y,5
20316,MRS.,SUZANNE,ZHANG,9/13/1946,S,F,"$20,000 ",4,High School,Skilled Manual,Y,2
20317,MR.,ALEX,GREEN,5/22/1946,M,M,"$20,000 ",4,High School,Skilled Manual,N,2
20318,MRS.,AMANDA,TURNER,11/3/1971,M,F,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,7
20319,MR.,DYLAN,ALEXANDER,11/6/1971,M,M,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,7
20320,MRS.,MINDY,NATH,10/5/1971,M,F,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,7
20321,MRS.,COLLEEN,CHEN,10/3/1971,M,F,"$60,000 ",1,Graduate Degree,Skilled Manual,Y,7
20322,MS.,RACHEL,WOOD,4/18/1963,S,F,"$90,000 ",0,Partial College,Professional,Y,10
20323,MR.,JUSTIN,COLEMAN,10/2/1963,S,M,"$90,000 ",0,Partial College,Professional,N,10
20324,MS.,ASHLEY,RODRIGUEZ,9/19/1963,M,F,"$100,000 ",0,Partial College,Professional,Y,11
20325,MR.,CHARLES,WILLIAMS,1/20/1963,S,M,"$130,000 ",3,Bachelors,Management,N,14
20326,MRS.,PAIGE,BLUE,8/11/1963,M,F,"$130,000 ",3,Bachelors,Management,Y,14
20327,MRS.,SOPHIA,PEREZ,4/12/1963,M,F,"$130,000 ",3,Bachelors,Management,Y,14
20328,MRS.,SIERRA,CARTER,11/18/1963,M,F,"$150,000 ",2,Bachelors,Management,Y,15
20329,MR.,JOSE,YANG,12/12/1963,M,M,"$160,000 ",1,Bachelors,Management,Y,16
20330,MR.,NATHAN,THOMAS,6/5/1962,M,M,"$80,000 ",5,Partial College,Professional,Y,9
20331,MR.,JEREMY,COX,6/6/1962,M,M,"$90,000 ",5,Partial College,Professional,Y,10
20332,MR.,DANNY,NAVARRO,5/2/1962,M,M,"$90,000 ",5,Partial College,Professional,Y,10
20333,MRS.,ABIGAIL,GONZALES,10/18/1962,S,F,"$100,000 ",1,Partial College,Professional,N,11
20334,MR.,JEREMIAH,MITCHELL,5/14/1962,M,M,"$110,000 ",1,Bachelors,Management,Y,12
20335,MR.,ADAM,GONZALES,5/5/1962,S,M,"$110,000 ",1,Bachelors,Management,N,12
20336,MR.,IAN,YOUNG,12/10/1962,M,M,"$110,000 ",1,Bachelors,Management,Y,12
20337,MR.,XAVIER,HALL,10/7/1962,M,M,"$120,000 ",1,High School,Professional,Y,13
20338,MRS.,ANNA,JAMES,1/20/1962,S,F,"$130,000 ",1,Bachelors,Management,N,14
20339,MRS.,KAITLYN,HUGHES,7/26/1962,M,F,"$130,000 ",1,Bachelors,Management,Y,14
20340,MRS.,MAKAYLA,KELLY,3/27/1962,M,F,"$130,000 ",1,Bachelors,Management,Y,14
20341,MR.,TYLER,SMITH,2/21/1961,M,M,"$70,000 ",5,Partial College,Professional,Y,8
20342,MRS.,AIMEE,LU,3/16/1961,M,F,"$80,000 ",5,Partial College,Professional,Y,9
20343,MRS.,SIERRA,HILL,6/2/1961,M,F,"$90,000 ",4,Partial College,Professional,Y,10
20344,MRS.,ASHLEE,ANAND,10/15/1961,M,F,"$110,000 ",1,Bachelors,Management,Y,12
20345,MRS.,REGINA,MARTINEZ,7/18/1961,S,F,"$110,000 ",1,Bachelors,Management,Y,12
20346,MRS.,ANGELICA,WASHINGTON,4/5/1961,S,F,"$130,000 ",1,Bachelors,Management,N,14
20347,MRS.,SAVANNAH,ROBERTS,9/16/1961,M,F,"$160,000 ",1,Bachelors,Management,Y,16
20348,MRS.,CHLOE,EVANS,9/14/1961,S,F,"$160,000 ",1,Bachelors,Management,N,16
20349,MRS.,NICOLE,HARRIS,12/12/1955,M,F,"$60,000 ",2,High School,Professional,N,7
20350,MRS.,ISABELLA,CAMPBELL,2/2/1955,M,F,"$60,000 ",2,High School,Professional,N,7
20351,MRS.,MARIA,GONZALEZ,6/23/1955,M,F,"$70,000 ",4,High School,Professional,Y,8
20352,MRS.,MELISSA,FOSTER,5/10/1955,M,F,"$70,000 ",4,High School,Professional,Y,8
20353,MRS.,ALLISON,PHILLIPS,10/16/1954,S,F,"$80,000 ",2,Partial High School,Skilled Manual,N,9
20354,MR.,AUSTIN,WILLIAMS,11/2/1954,M,M,"$80,000 ",2,Partial High School,Skilled Manual,N,9
20355,MRS.,MELANIE,GRAY,5/1/1954,S,F,"$80,000 ",2,Partial High School,Skilled Manual,N,9
20356,MR.,LOUIS,LU,7/8/1935,M,M,"$40,000 ",3,Partial College,Professional,N,5
20357,MRS.,JULIAN,PRICE,8/1/1935,M,F,"$50,000 ",2,Graduate Degree,Management,Y,6
20358,MR.,BRIAN,MURPHY,9/14/1935,M,M,"$50,000 ",2,Graduate Degree,Management,Y,6
20359,MRS.,RACHEL,BLUE,3/4/1935,M,F,"$60,000 ",2,Graduate Degree,Management,Y,7
20360,MRS.,BRIANNA,RUSSELL,4/23/1935,M,F,"$120,000 ",1,Graduate Degree,Management,Y,13
20361,MR.,JONATHON,MORENO,10/3/1936,M,M,"$50,000 ",2,Graduate Degree,Management,Y,6
20362,MR.,SETH,GONZALEZ,12/15/1936,M,M,"$60,000 ",2,Graduate Degree,Management,N,7
20363,MR.,ALEXANDER,BROWN,3/5/1936,S,M,"$90,000 ",4,Bachelors,Management,Y,10
20364,MRS.,ANNA,JACKSON,2/27/1936,M,F,"$130,000 ",2,Graduate Degree,Management,Y,14
20365,MR.,ISAAC,SCOTT,7/27/1960,M,M,"$90,000 ",4,High School,Professional,Y,10
20366,MR.,MARCUS,POWELL,9/3/1960,M,M,"$120,000 ",1,High School,Professional,Y,13
20367,MRS.,JESSICA,ANDERSON,2/21/1960,M,F,"$120,000 ",4,High School,Professional,N,13
20368,MR.,THOMAS,JACKSON,9/5/1954,S,M,"$80,000 ",2,Partial High School,Skilled Manual,Y,9
20369,MR.,TREVOR,BARNES,8/23/1954,S,M,"$80,000 ",2,Partial High School,Skilled Manual,Y,9
20370,MR.,BLAKE,YOUNG,8/1/1954,M,M,"$70,000 ",3,Partial High School,Skilled Manual,Y,8
20371,MRS.,GRACE,BRYANT,2/17/1954,M,F,"$60,000 ",2,Partial High School,Skilled Manual,Y,7
20372,MRS.,KAITLYN,EDWARDS,10/22/1954,M,F,"$60,000 ",2,Partial High School,Skilled Manual,N,7
20373,MRS.,MORGAN,WILLIAMS,1/17/1954,M,F,"$60,000 ",2,Partial High School,Skilled Manual,N,7
20374,MR.,FERNANDO,ADAMS,6/15/1954,M,M,"$60,000 ",2,Partial High School,Skilled Manual,N,7
20375,MRS.,OLIVIA,PERRY,3/17/1953,S,F,"$70,000 ",3,Graduate Degree,Management,Y,8
20376,MRS.,DESTINY,LEWIS,11/15/1953,S,F,"$70,000 ",3,Graduate Degree,Management,Y,8
20377,MR.,BRIAN,REED,3/27/1953,M,M,"$70,000 ",3,Graduate Degree,Management,Y,8
20378,MR.,NATHAN,JAI,9/25/1937,M,M,"$60,000 ",3,Graduate Degree,Management,Y,7
20379,MRS.,BRITTNEY,CHEN,11/18/1937,S,F,"$60,000 ",3,Graduate Degree,Management,Y,7
20380,MRS.,CATHERINE,REED,2/3/1937,M,F,"$60,000 ",3,Graduate Degree,Management,Y,7
20381,MR.,BLAKE,BENNETT,6/7/1938,M,M,"$60,000 ",3,Graduate Degree,Management,Y,7
20382,Unknown,JACK,HERNANDEZ,9/24/1938,M,Unknown,"$70,000 ",5,Graduate Degree,Management,Y,8
20383,MR.,RICHARD,HERNANDEZ,9/3/1939,S,M,"$60,000 ",3,Graduate Degree,Management,Y,7
20384,MR.,LUIS,GONZALEZ,2/12/1939,M,M,"$60,000 ",3,Graduate Degree,Management,N,7
20385,MR.,JASON,PATTERSON,10/18/1939,M,M,"$70,000 ",5,Graduate Degree,Management,Y,8
20386,MRS.,ANNA,RUSSELL,11/21/1939,M,F,"$70,000 ",5,Graduate Degree,Management,Y,8
20387,MR.,JORDAN,ADAMS,11/12/1940,M,M,"$60,000 ",3,Graduate Degree,Management,N,7
20388,MRS.,NATASHA,GILL,11/4/1940,M,F,"$70,000 ",5,Graduate Degree,Management,N,8
20389,MR.,LEE,ROMERO,2/5/1940,M,M,"$70,000 ",5,Graduate Degree,Management,Y,8
20390,MR.,ROSS,RAMOS,2/12/1940,S,M,"$70,000 ",5,Graduate Degree,Management,Y,8
20391,MRS.,MEGHAN,SERRANO,5/20/1940,M,F,"$70,000 ",5,Graduate Degree,Management,Y,8
20392,MRS.,DESTINY,RAMIREZ,3/11/1940,M,F,"$80,000 ",4,Bachelors,Management,Y,9
20393,MRS.,KAITLYN,WHITE,3/13/1940,S,F,"$80,000 ",4,Bachelors,Management,Y,9
20394,MRS.,EMMA,BUTLER,4/15/1941,M,F,"$50,000 ",4,Bachelors,Management,Y,6
20395,MRS.,KATHERINE,ROGERS,8/14/1941,S,F,"$50,000 ",4,Bachelors,Management,N,6
20396,Unknown,JASON,SIMMONS,5/24/1941,S,Unknown,"$50,000 ",4,Bachelors,Management,Y,6
20397,MR.,ISAIAH,GRAY,9/23/1941,M,M,"$50,000 ",4,Bachelors,Management,Y,6
20398,MRS.,JORDAN,COLLINS,6/1/1941,S,F,"$70,000 ",5,Graduate Degree,Management,Y,8
20399,MR.,BENJAMIN,RODRIGUEZ,6/16/1942,M,M,"$50,000 ",4,Bachelors,Management,Y,6
20400,MRS.,SYDNEY,HENDERSON,9/21/1942,M,F,"$50,000 ",4,Bachelors,Management,Y,6
20401,MRS.,HANNAH,JENKINS,4/11/1942,M,F,"$50,000 ",4,Bachelors,Management,Y,6
20402,MR.,VINCENT,LIANG,7/15/1946,M,M,"$20,000 ",4,High School,Skilled Manual,N,2
20403,MR.,MITCHELL,LAL,2/10/1946,M,M,"$20,000 ",4,High School,Skilled Manual,N,2
20404,MR.,JORGE,YANG,8/10/1948,S,M,"$10,000 ",2,Partial High School,Clerical,Y,1
20405,MR.,ISAIAH,CAMPBELL,7/3/1978,S,M,"$70,000 ",0,Partial College,Skilled Manual,N,8
20406,MRS.,FELICIA,MUNOZ,2/5/1948,M,F,"$20,000 ",2,Partial High School,Clerical,Y,2
20407,MR.,KRISTOPHER,VANCE,11/24/1948,M,M,"$20,000 ",2,Partial High School,Clerical,Y,2
20409,MS.,SOPHIA,YOUNG,11/17/1977,S,F,"$40,000 ",0,Partial College,Skilled Manual,Y,5
20410,MR.,RICHARD,JACKSON,6/12/1977,M,M,"$40,000 ",0,Partial College,Skilled Manual,Y,5
20411,MR.,COLE,JAMES,6/5/1977,M,M,"$60,000 ",0,Partial College,Skilled Manual,Y,7
20412,MR.,DAVID,JACKSON,10/23/1977,M,M,"$70,000 ",0,Partial College,Skilled Manual,Y,8
20413,MS.,TAYLOR,POWELL,5/6/1976,M,F,"$60,000 ",0,Partial College,Skilled Manual,Y,7
20414,MS.,AMANDA,BAILEY,11/23/1976,M,F,"$60,000 ",0,Partial College,Skilled Manual,Y,7
20415,MRS.,EVELYN,SAI,6/16/1949,M,F,"$20,000 ",2,Partial High School,Clerical,Y,2
20416,MR.,DALE,GOEL,12/22/1949,S,M,"$30,000 ",3,Partial College,Clerical,Y,4
20417,MR.,BRUCE,VAZQUEZ,2/11/1950,M,M,"$30,000 ",3,Partial College,Clerical,N,4
20418,MR.,JOE,VAZQUEZ,4/13/1950,M,M,"$30,000 ",3,Partial College,Clerical,N,4
20419,MR.,BILLY,ROMERO,4/8/1951,M,M,"$20,000 ",2,Partial High School,Clerical,Y,2
20420,MRS.,EVELYN,MEHTA,2/4/1951,M,F,"$30,000 ",3,High School,Skilled Manual,Y,4
20421,MS.,VICTORIA,ALEXANDER,7/18/1980,S,F,"$40,000 ",0,Partial High School,Clerical,Y,5
20422,MS.,MARIA,BROOKS,8/17/1980,S,F,"$60,000 ",0,Partial College,Skilled Manual,Y,7
20423,MRS.,ALICIA,GOEL,10/10/1952,S,F,"$30,000 ",3,High School,Skilled Manual,Y,4
20425,MRS.,SABRINA,TORRES,11/17/1952,M,F,"$30,000 ",3,High School,Skilled Manual,Y,4
20426,MR.,JOHNATHAN,PEREZ,10/4/1952,M,M,"$30,000 ",3,High School,Skilled Manual,Y,4
20427,MR.,MARIO,RAJE,4/7/1953,S,M,"$40,000 ",3,Partial College,Skilled Manual,Y,5
20428,MR.,BRENT,MA,7/4/1953,M,M,"$40,000 ",3,Partial College,Skilled Manual,N,5
20429,MR.,CURTIS,GAO,4/25/1953,M,M,"$40,000 ",3,Partial College,Skilled Manual,Y,5
20430,MR.,MAURICE,ASHE,2/4/1954,M,M,"$70,000 ",2,Partial College,Skilled Manual,Y,8
20431,MR.,COREY,RAJE,12/9/1975,S,M,"$40,000 ",0,Partial College,Skilled Manual,Y,5
20432,MR.,JUAN,SANDERS,2/20/1975,S,M,"$40,000 ",0,High School,Skilled Manual,Y,5
20433,MS.,CHLOE,TAYLOR,6/27/1975,M,F,"$40,000 ",0,High School,Skilled Manual,Y,5
20434,MR.,NATHAN,SHARMA,10/13/1975,S,M,"$60,000 ",0,Partial College,Skilled Manual,N,7
20435,MS.,NATALIE,GREEN,11/26/1975,M,F,"$60,000 ",0,Partial College,Skilled Manual,Y,7
20436,MS.,ANNA,BARNES,4/26/1975,S,F,"$60,000 ",0,Partial College,Skilled Manual,N,7
20437,MS.,GABRIELLA,HOWARD,10/12/1975,S,F,"$60,000 ",0,Partial College,Skilled Manual,N,7
20438,MR.,ROBERT,SCOTT,12/22/1975,S,M,"$60,000 ",0,Partial College,Skilled Manual,Y,7
20439,MS.,CHLOE,ROGERS,4/4/1973,M,F,"$60,000 ",0,Partial College,Skilled Manual,N,7
20440,MS.,ALEXANDRA,HUGHES,5/26/1973,S,F,"$60,000 ",0,Partial College,Skilled Manual,N,7
20441,MS.,ABIGAIL,HENDERSON,10/20/1973,M,F,"$60,000 ",0,Partial College,Professional,N,7
20442,MR.,JORGE,CHEN,1/15/1973,M,M,"$70,000 ",0,Partial College,Professional,Y,8
20443,MR.,ADRIAN,COX,4/8/1976,S,M,"$60,000 ",0,Partial College,Professional,N,7
20444,MRS.,CARA,ZENG,9/13/1955,S,F,"$80,000 ",2,High School,Skilled Manual,Y,9
20445,MRS.,BARBARA,DENG,10/19/1955,M,F,"$80,000 ",2,High School,Skilled Manual,Y,9
20446,MR.,CLAYTON,RAI,2/7/1955,M,M,"$80,000 ",2,High School,Skilled Manual,Y,9
20447,MRS.,JODI,GOEL,3/2/1956,S,F,"$80,000 ",2,High School,Skilled Manual,N,9
20448,Unknown,JÉSUS,BLANCO,2/22/1956,M,Unknown,"$80,000 ",2,High School,Skilled Manual,Y,9
20449,MS.,RACHEL,WALKER,4/7/1976,S,F,"$60,000 ",0,Partial College,Professional,N,7
20450,MR.,EDWIN,TANG,2/10/1957,S,M,"$70,000 ",2,High School,Professional,Y,8
20451,MRS.,KELLI,ANAND,5/15/1957,S,F,"$70,000 ",2,High School,Professional,Y,8
20452,MRS.,KELLI,XIE,10/11/1957,S,F,"$70,000 ",2,High School,Professional,N,8
20453,MR.,BRYANT,ARUN,9/17/1958,M,M,"$100,000 ",1,Bachelors,Management,Y,11
20454,MR.,FERNANDO,MARTINEZ,6/9/1958,S,M,"$110,000 ",5,Bachelors,Management,Y,12
20455,MR.,BRUCE,BLANCO,12/5/1958,M,M,"$110,000 ",4,Bachelors,Management,Y,12
20456,MR.,ALFREDO,RAMOS,2/10/1958,S,M,"$130,000 ",0,Graduate Degree,Management,Y,14
20457,MS.,ALEXANDRA,MORRIS,4/11/1974,M,F,"$60,000 ",0,Partial College,Professional,Y,7
20458,MR.,ERICK,SUBRAM,11/14/1974,M,M,"$60,000 ",0,Partial College,Professional,Y,7
20459,MS.,MARIA,BARNES,10/7/1974,M,F,"$60,000 ",0,High School,Professional,Y,7
20460,MR.,WESLEY,ZENG,3/26/1959,M,M,"$110,000 ",1,Bachelors,Management,Y,12
20461,MS.,MACKENZIE,NELSON,6/21/1966,S,F,"$150,000 ",0,Bachelors,Management,N,15
20462,MS.,HALEY,MITCHELL,8/24/1966,S,F,"$160,000 ",0,Graduate Degree,Management,N,16
20463,MRS.,JASMINE,BRYANT,8/26/1957,M,F,"$60,000 ",2,High School,Professional,N,7
20464,MRS.,AMY,LU,1/23/1957,M,F,"$70,000 ",2,Partial College,Professional,Y,8
20465,MRS.,ISABEL,HENDERSON,6/9/1957,M,F,"$80,000 ",2,Bachelors,Management,Y,9
20466,MR.,BENJAMIN,JAI,2/4/1957,M,M,"$90,000 ",2,Partial College,Professional,Y,10
20468,MRS.,OLIVIA,RICHARDSON,6/5/1956,M,F,"$60,000 ",2,High School,Professional,N,7
20469,MR.,MANUEL,SURI,3/3/1956,M,M,"$70,000 ",3,Partial College,Professional,N,8
20470,MRS.,MELISSA,GONZALES,8/26/1956,S,F,"$70,000 ",3,Partial College,Professional,Y,8
20471,MR.,CARLOS,GONZALEZ,1/5/1932,M,M,"$50,000 ",2,Graduate Degree,Management,Y,6
20472,MR.,EDWARD,COLEMAN,1/20/1965,S,M,"$90,000 ",4,Partial College,Professional,Y,10
20473,MR.,MASON,RIVERA,4/3/1965,M,M,"$90,000 ",5,Partial College,Professional,Y,10
20474,MR.,EDWARD,TURNER,4/5/1965,M,M,"$100,000 ",3,Bachelors,Management,Y,11
20475,MR.,BLAKE,MARTINEZ,9/26/1965,M,M,"$110,000 ",2,Bachelors,Management,Y,12
20476,MRS.,DESTINY,LONG,9/6/1965,S,F,"$130,000 ",1,Graduate Degree,Management,N,14
20477,MR.,BRANDON,WASHINGTON,2/17/1965,S,M,"$130,000 ",2,Graduate Degree,Management,N,14
20479,MR.,ANDREW,JACKSON,5/20/1964,M,M,"$80,000 ",4,Bachelors,Management,Y,9
20480,MR.,CARLOS,COX,5/24/1962,S,M,"$40,000 ",3,High School,Skilled Manual,Y,5
20481,MR.,JORDAN,EDWARDS,3/7/1962,M,M,"$40,000 ",3,High School,Skilled Manual,Y,5
20482,MRS.,GINA,DIAZ,4/22/1962,S,F,"$70,000 ",1,Bachelors,Professional,N,8
20483,MR.,AUSTIN,KUMAR,3/10/1962,M,M,"$70,000 ",1,Partial College,Skilled Manual,Y,8
20484,MRS.,GABRIELLA,MORGAN,2/22/1942,S,F,"$50,000 ",4,Bachelors,Management,N,6
20485,MR.,RICHARD,REED,7/15/1942,M,M,"$50,000 ",4,Bachelors,Management,Y,6
20486,MR.,JACK,BUTLER,9/10/1942,M,M,"$60,000 ",3,Graduate Degree,Management,Y,7
20487,MR.,ALEXANDER,WHITE,3/4/1942,M,M,"$60,000 ",3,Graduate Degree,Management,Y,7
20488,MRS.,CASSIDY,FOSTER,3/15/1942,M,F,"$60,000 ",3,Graduate Degree,Management,Y,7
20489,MR.,JACOB,DAVIS,10/8/1942,S,M,"$70,000 ",5,Bachelors,Management,Y,8
20491,MR.,DAKOTA,PERRY,1/11/1943,M,M,"$70,000 ",5,Bachelors,Management,Y,8
20492,MRS.,MADISON,MARTIN,2/13/1943,M,F,"$70,000 ",5,Bachelors,Management,Y,8
20493,MR.,MATTHEW,JACKSON,2/11/1943,M,M,"$70,000 ",5,Bachelors,Management,Y,8
20494,MR.,JESSE,PETERSON,6/14/1943,M,M,"$80,000 ",5,Bachelors,Management,Y,9
20495,MR.,WESLEY,WANG,9/11/1943,M,M,"$80,000 ",5,Bachelors,Management,N,9
20496,MRS.,JADA,ROBERTS,9/4/1943,M,F,"$90,000 ",5,Bachelors,Management,N,10
20497,MRS.,FRANCISCO,JAVIER CASTREJÓN,3/4/1944,M,F,"$30,000 ",5,Partial High School,Clerical,N,4
20498,MR.,MIGUEL,PHILLIPS,5/11/1944,M,M,"$40,000 ",4,High School,Professional,N,5
20499,MR.,CHRISTIAN,ROBINSON,12/24/1944,S,M,"$40,000 ",4,High School,Professional,Y,5
20500,MRS.,MORGAN,BUTLER,4/26/1944,M,F,"$40,000 ",4,High School,Professional,N,5
20501,MRS.,MORGAN,NELSON,9/16/1944,M,F,"$70,000 ",4,Bachelors,Management,Y,8
20502,MR.,JOHN,HARRIS,4/26/1944,M,M,"$70,000 ",4,Bachelors,Management,Y,8
20503,MR.,TONY,JAI,3/3/1945,M,M,"$40,000 ",4,High School,Professional,N,5
20504,MRS.,RAKESH,TANGIRALA,9/6/1945,M,F,"$40,000 ",5,High School,Professional,N,5
20505,Unknown,ALEXA,COX,5/10/1945,M,Unknown,"$40,000 ",5,High School,Professional,N,5
20506,MRS.,PAIGE,BRADLEY,4/15/1945,M,F,"$40,000 ",5,High School,Professional,N,5
20507,MR.,JOSHUA,ANDERSON,2/15/1945,M,M,"$70,000 ",4,Bachelors,Management,N,8
20508,MR.,LOGAN,ROBINSON,10/7/1945,S,M,"$70,000 ",5,Bachelors,Management,Y,8
20509,MRS.,ALEXANDRIA,MURPHY,4/21/1945,M,F,"$70,000 ",5,Bachelors,Management,Y,8
20510,MRS.,CAITLIN,COX,11/8/1946,M,F,"$60,000 ",4,Bachelors,Management,N,7
20511,MR.,MATTHEW,TAYLOR,10/19/1946,M,M,"$60,000 ",4,Bachelors,Management,Y,7
20512,MRS.,SYDNEY,PARKER,3/9/1947,M,F,"$70,000 ",2,Partial College,Professional,Y,8
20513,MR.,JOSEPH,SMITH,2/3/1947,S,M,"$70,000 ",2,Partial College,Professional,Y,8
20514,MRS.,HANNAH,GRIFFIN,5/4/1947,M,F,"$70,000 ",2,Partial College,Professional,Y,8
20515,MRS.,JENNA,EDWARDS,3/27/1947,S,F,"$70,000 ",2,Partial College,Professional,Y,8
